number,timestamp,gas_limit,gas_used,base_fee_per_gas,gas_free15,gas_free,gas_free15_sum,gas_free30_sum,base_fee15_per_gas,base_fee30_per_gas,gas_used15,gas_used30
15980141,"2022-11-16 04:16:11 UTC",29999972,29974543,11737246896,0,25429,13878994950,87189686483,,,29974543,30000000
15980142,"2022-11-16 04:16:23 UTC",30000000,13922400,13201915535,1077600,16077600,13878994950,87189661054,,,15000000,30000000
15980143,"2022-11-16 04:16:35 UTC",30000000,6331946,13083362334,8668054,23668054,13877917350,87173583454,,,15000000,30000000
15980144,"2022-11-16 04:16:47 UTC",30000000,9187543,12138301574,5812457,20812457,13869249296,87149915400,,,15000000,30000000
15980145,"2022-11-16 04:16:59 UTC",30000000,29980769,11550356942,0,19231,13863436839,87129102943,,,29980769,30000000
15980146,"2022-11-16 04:17:11 UTC",30000000,9320043,12992300518,5679957,20679957,13863436839,87129083712,,,15000000,30000000
15980147,"2022-11-16 04:17:23 UTC",30000000,18680305,12377336283,0,11319695,13857756882,87108403755,,,18680305,30000000
15980148,"2022-11-16 04:17:35 UTC",30000000,26724104,12756939388,0,3275896,13857756882,87097084060,,,26724104,30000000
15980149,"2022-11-16 04:17:47 UTC",30000000,8757351,14003303422,6242649,21242649,13857756882,87093808164,,,15000000,30000000
15980150,"2022-11-16 04:17:59 UTC",30000000,919219,13274822522,14080781,29080781,13851514233,87072565515,,,15000000,30000000
15980151,"2022-11-16 04:18:11 UTC",30000000,29991425,11717156950,0,8575,13837433452,87043484734,,,29991425,30000000
15980152,"2022-11-16 04:18:23 UTC",30000000,9911672,13180964280,5088328,20088328,13837433452,87043476159,,,15000000,30000000
15980153,"2022-11-16 04:18:35 UTC",30000000,10581375,12622055367,4418625,19418625,13832345124,87023387831,,,15000000,30000000
15980154,"2022-11-16 04:18:47 UTC",30000000,6822050,12157287623,8177950,23177950,13827926499,87003969206,,,15000000,30000000
15980155,"2022-11-16 04:18:59 UTC",30000000,29997202,11328773538,0,2798,13819748549,86980791256,,,29997202,30000000
15980156,"2022-11-16 04:19:11 UTC",30000000,25393299,12744606081,0,4606701,13819748549,86980788458,,,25393299,30000000
15980157,"2022-11-16 04:19:23 UTC",30000000,10213439,13848426927,4786561,19786561,13819748549,86976181757,,,15000000,30000000
15980158,"2022-11-16 04:19:35 UTC",30000000,10315881,13296040759,4684119,19684119,13814961988,86956395196,,,15000000,30000000
15980159,"2022-11-16 04:19:47 UTC",30000000,9427486,12777038783,5572514,20572514,13810277869,86936711077,,,15000000,30000000
15980160,"2022-11-16 04:19:59 UTC",30000000,14829198,12183703554,170802,15170802,13804705355,86916138563,,,15000000,30000000
15980161,"2022-11-16 04:20:11 UTC",30000000,25624627,12166361880,0,4375373,13804534553,86900967761,,,25624627,30000000
15980162,"2022-11-16 04:20:23 UTC",30000000,10230675,13243554021,4769325,19769325,13804534553,86896592388,,,15000000,30000000
15980163,"2022-11-16 04:20:35 UTC",30000000,10122280,12717197244,4877720,19877720,13799765228,86876823063,,,15000000,30000000
15980164,"2022-11-16 04:20:47 UTC",30000000,11507503,12200272850,3492497,18492497,13794887508,86856945343,,,15000000,30000000
15980165,"2022-11-16 04:20:59 UTC",30000000,29990113,11845194381,0,9887,13791395011,86838452846,,,29990113,30000000
15980166,"2022-11-16 04:21:11 UTC",30000000,10925453,13324867733,4074547,19074547,13791395011,86838442959,,,15000000,30000000
15980167,"2022-11-16 04:21:23 UTC",30000000,29013376,12872427735,0,986624,13787320464,86819368412,,,29013376,30000000
15980168,"2022-11-16 04:21:35 UTC",30000000,11391159,14375645817,3608841,18608841,13787320464,86818381788,,,15000000,30000000
15980169,"2022-11-16 04:21:47 UTC",30000000,7727694,13943317317,7272306,22272306,13783711623,86799772947,,,15000000,30000000
15980170,"2022-11-16 04:21:59 UTC",30000000,10639623,13098316733,4360377,19360377,13776439317,86777500641,,,15000000,30000000
15980171,"2022-11-16 04:22:11 UTC",30000000,13313141,12622370075,1686859,16686859,13772078940,86758140264,,,15000000,30000000
15980172,"2022-11-16 04:22:23 UTC",30000000,11213831,12444935421,3786169,18786169,13770392081,86741453405,,,15000000,30000000
15980173,"2022-11-16 04:22:35 UTC",30000000,11723845,12052280182,3276155,18276155,13766605912,86722667236,,,15000000,30000000
15980174,"2022-11-16 04:22:47 UTC",30000000,29979161,11723237366,0,20839,13763329757,86704391081,,,29979161,30000000
15980175,"2022-11-16 04:22:59 UTC",30000000,9155197,13186606198,5844803,20844803,13763329757,86704370242,,,15000000,30000000
15980176,"2022-11-16 04:23:11 UTC",30000000,11454068,12544330236,3545932,18545932,13757484954,86683525439,,,15000000,30000000
15980177,"2022-11-16 04:23:35 UTC",30000000,22878612,12173652386,0,7121388,13753939022,86664979507,,,22878612,30000000
15980178,"2022-11-16 04:23:47 UTC",30000000,10235888,12972914750,4764112,19764112,13753939022,86657858119,,,15000000,30000000
15980179,"2022-11-16 04:23:59 UTC",30000000,7443574,12457877927,7556426,22556426,13749174910,86638094007,,,15000000,30000000
15980180,"2022-11-16 04:24:11 UTC",30000000,29984445,11673402655,0,15555,13741618484,86615537581,,,29984445,30000000
15980181,"2022-11-16 04:24:23 UTC",30000000,12861709,13131064822,2138291,17138291,13741618484,86615522026,,,15000000,30000000
15980182,"2022-11-16 04:24:35 UTC",30000000,7957427,12897081175,7042573,22042573,13739480193,86598383735,,,15000000,30000000
15980183,"2022-11-16 04:24:47 UTC",30000000,15348686,12140175878,0,14651314,13732437620,86576341162,,,15348686,30000000
15980184,"2022-11-16 04:24:59 UTC",30000000,7966349,12175451789,7033651,22033651,13732437620,86561689848,,,15000000,30000000
15980185,"2022-11-16 04:25:11 UTC",30000000,29980583,11461802801,0,19417,13725403969,86539656197,,,29980583,30000000
15980186,"2022-11-16 04:25:23 UTC",30000000,5596085,12892673535,9403915,24403915,13725403969,86539636780,,,15000000,30000000
15980187,"2022-11-16 04:25:35 UTC",30000000,29992592,11882326818,0,7408,13716000054,86515232865,,,29992592,30000000
15980188,"2022-11-16 04:25:47 UTC",30000000,9343470,13366884134,5656530,20656530,13716000054,86515225457,,,15000000,30000000
15980189,"2022-11-16 04:25:59 UTC",30000000,12034709,12736799292,2965291,17965291,13710343524,86494568927,,,15000000,30000000
15980190,"2022-11-16 04:26:11 UTC",30000000,10906536,12422063323,4093464,19093464,13707378233,86476603636,,,15000000,30000000
15980191,"2022-11-16 04:26:23 UTC",30000000,29991919,11998319415,0,8081,13703284769,86457510172,,,29991919,30000000
15980192,"2022-11-16 04:26:35 UTC",30000000,9034033,13497301355,5965967,20965967,13703284769,86457502091,,,15000000,30000000
15980193,"2022-11-16 04:26:47 UTC",30000000,7993962,12826264235,7006038,22006038,13697318802,86436536124,,,15000000,30000000
15980194,"2022-11-16 04:26:59 UTC",30000000,6856887,12077420114,8143113,23143113,13690312764,86414530086,,,15000000,30000000
15980195,"2022-11-16 04:27:11 UTC",30000000,29974254,11257855142,0,25746,13682169651,86391386973,,,29974254,30000000
15980196,"2022-11-16 04:27:23 UTC",30000000,10080177,12662671661,4919823,19919823,13682169651,86391361227,,,15000000,30000000
15980197,"2022-11-16 04:27:35 UTC",30000000,9734653,12143520801,5265347,20265347,13677249828,86371441404,,,15000000,30000000
15980198,"2022-11-16 04:27:47 UTC",30000000,29988067,11610688711,0,11933,13671984481,86351176057,,,29988067,30000000
15980199,"2022-11-16 04:27:59 UTC",30000000,8550304,13060870213,6449696,21449696,13671984481,86351164124,,,15000000,30000000
15980200,"2022-11-16 04:28:11 UTC",30000000,15054456,12358881527,0,14945544,13665534785,86329714428,,,15054456,30000000
15980201,"2022-11-16 04:28:23 UTC",30000000,9416745,12364489987,5583255,20583255,13665534785,86314768884,,,15000000,30000000
15980202,"2022-11-16 04:28:35 UTC",30000000,26394469,11789205816,0,3605531,13659951530,86294185629,,,26394469,30000000
15980203,"2022-11-16 04:28:47 UTC",30000000,8780614,12908636984,6219386,21219386,13659951530,86290580098,,,15000000,30000000
15980204,"2022-11-16 04:28:59 UTC",30000000,14012180,12239605350,987820,15987820,13653732144,86269360712,,,15000000,30000000
15980205,"2022-11-16 04:29:11 UTC",30000000,12769841,12138850959,2230159,17230159,13652744324,86253372892,,,15000000,30000000
15980206,"2022-11-16 04:29:23 UTC",30000000,9405503,11913254562,5594497,20594497,13650514165,86236142733,,,15000000,30000000
15980207,"2022-11-16 04:29:35 UTC",30000000,29991992,11357849005,0,8008,13644919668,86215548236,,,29991992,30000000
15980208,"2022-11-16 04:29:47 UTC",30000000,10240153,12776822183,4759847,19759847,13644919668,86215540228,,,15000000,30000000
15980209,"2022-11-16 04:29:59 UTC",30000000,8556600,12270024527,6443400,21443400,13640159821,86195780381,,,15000000,30000000
15980210,"2022-11-16 04:30:11 UTC",30000000,16584060,11611185561,0,13415940,13633716421,86174336981,,,16584060,30000000
15980211,"2022-11-16 04:30:23 UTC",30000000,29764472,11764459015,0,235528,13633716421,86160921041,,,29764472,30000000
15980212,"2022-11-16 04:30:35 UTC",30000000,12432157,13211925896,2567843,17567843,13633716421,86160685513,,,15000000,30000000
15980213,"2022-11-16 04:30:47 UTC",30000000,1675541,12929207968,13324459,28324459,13631148578,86143117670,,,15000000,30000000
15980214,"2022-11-16 04:30:59 UTC",30000000,21024206,11493585456,0,8975794,13617824119,86114793211,,,21024206,30000000
15980215,"2022-11-16 04:31:11 UTC",30000000,13214919,12070583176,1785081,16785081,13617824119,86105817417,,,15000000,30000000
15980216,"2022-11-16 04:31:23 UTC",30000000,14948762,11891025104,51238,15051238,13616039038,86089032336,,,15000000,30000000
15980217,"2022-11-16 04:31:35 UTC",30000000,27921871,11885947835,0,2078129,13615987800,86073981098,,,27921871,30000000
15980218,"2022-11-16 04:31:47 UTC",30000000,8876799,13165853540,6123201,21123201,13615987800,86071902969,,,15000000,30000000
15980219,"2022-11-16 04:31:59 UTC",30000000,13889760,12494043811,1110240,16110240,13609864599,86050779768,,,15000000,30000000
15980220,"2022-11-16 04:32:11 UTC",30000000,2554570,12378448918,12445430,27445430,13608754359,86034669528,,,15000000,30000000
15980221,"2022-11-16 04:32:23 UTC",30000000,25430985,11094656256,0,4569015,13596308929,86007224098,,,25430985,30000000
15980222,"2022-11-16 04:32:35 UTC",30000000,3809943,12059057864,11190057,26190057,13596308929,86002655083,,,15000000,30000000
15980223,"2022-11-16 04:32:47 UTC",30000000,22729598,10934544991,0,7270402,13585118872,85976465026,,,22729598,30000000
15980224,"2022-11-16 04:32:59 UTC",30000000,29975057,11638875300,0,24943,13585118872,85969194624,,,29975057,30000000
15980225,"2022-11-16 04:33:11 UTC",30000000,7958404,13091315475,7041596,22041596,13585118872,85969169681,,,15000000,30000000
15980226,"2022-11-16 04:33:23 UTC",30000000,17016801,12323117520,0,12983199,13578077276,85947128085,,,17016801,30000000
15980227,"2022-11-16 04:33:35 UTC",30000000,9053039,12530228151,5946961,20946961,13578077276,85934144886,,,15000000,30000000
15980228,"2022-11-16 04:33:47 UTC",30000000,26789737,11909255000,0,3210263,13572130315,85913197925,,,26789737,30000000
15980229,"2022-11-16 04:33:59 UTC",30000000,9085912,13079313202,5914088,20914088,13572130315,85909987662,,,15000000,30000000
15980230,"2022-11-16 04:34:11 UTC",30000000,8129692,12434711459,6870308,21870308,13566216227,85889073574,,,15000000,30000000
15980231,"2022-11-16 04:34:23 UTC",30000000,28994498,11722792313,0,1005502,13559345919,85867203266,,,28994498,30000000
15980232,"2022-11-16 04:34:35 UTC",30000000,11479380,13089913926,3520620,18520620,13559345919,85866197764,,,15000000,30000000
15980233,"2022-11-16 04:34:47 UTC",30000000,13873823,12705875487,1126177,16126177,13555825299,85847677144,,,15000000,30000000
15980234,"2022-11-16 04:34:59 UTC",30000000,7209797,12586633281,7790203,22790203,13554699122,85831550967,,,15000000,30000000
15980235,"2022-11-16 04:35:11 UTC",30000000,15290174,11769529712,0,14709826,13546908919,85808760764,,,15290174,30000000
15980236,"2022-11-16 04:35:23 UTC",30000000,29983195,11797989807,0,16805,13546908919,85794050938,,,29983195,30000000
15980237,"2022-11-16 04:35:35 UTC",30000000,9544783,13271086322,5455217,20455217,13546908919,85794034133,,,15000000,30000000
15980238,"2022-11-16 04:35:47 UTC",30000000,14793085,12667780858,206915,15206915,13541453702,85773578916,,,15000000,30000000
15980239,"2022-11-16 04:35:59 UTC",30000000,11570552,12645937910,3429448,18429448,13541246787,85758372001,,,15000000,30000000
15980240,"2022-11-16 04:36:11 UTC",30000000,13234396,12284533023,1765604,16765604,13537817339,85739942553,,,15000000,30000000
15980241,"2022-11-16 04:36:23 UTC",30000000,8620425,12103786185,6379575,21379575,13536051735,85723176949,,,15000000,30000000
15980242,"2022-11-16 04:36:35 UTC",30000000,28527885,11460311088,0,1472115,13529672160,85701797374,,,28527885,30000000
15980243,"2022-11-16 04:36:47 UTC",30000000,8854839,12752259175,6145161,21145161,13529672160,85700325259,,,15000000,30000000
15980244,"2022-11-16 04:36:59 UTC",30000000,10316415,12099220128,4683585,19683585,13523526999,85679180098,,,15000000,30000000
15980245,"2022-11-16 04:37:11 UTC",30000000,29881129,11626989079,0,118871,13518843414,85659496513,,,29881129,30000000
15980246,"2022-11-16 04:37:23 UTC",30000000,9854494,13068845115,5145506,20145506,13518843414,85659377642,,,15000000,30000000
15980247,"2022-11-16 04:37:35 UTC",30000000,9717612,12508463274,5282388,20282388,13513697908,85639232136,,,15000000,30000000
15980248,"2022-11-16 04:37:47 UTC",30000000,16574249,11957841972,0,13425751,13508415520,85618949748,,,16574249,30000000
15980249,"2022-11-16 04:37:59 UTC",30000000,7033999,12114713811,7966001,22966001,13508415520,85605523997,,,15000000,30000000
15980250,"2022-11-16 04:38:11 UTC",30000000,29454187,11310498625,0,545813,13500449519,85582557996,,,29454187,30000000
15980251,"2022-11-16 04:38:23 UTC",30000000,3261710,12672865809,11738290,26738290,13500449519,85582012183,,,15000000,30000000
15980252,"2022-11-16 04:38:35 UTC",30000000,29981379,11433217693,0,18621,13488711229,85555273893,,,29981379,30000000
15980253,"2022-11-16 04:38:47 UTC",30000000,10818824,12860595755,4181176,19181176,13488711229,85555255272,,,15000000,30000000
15980254,"2022-11-16 04:38:59 UTC",30000000,10150105,12412492303,4849895,19849895,13484530053,85536074096,,,15000000,30000000
15980255,"2022-11-16 04:39:11 UTC",30000000,13099286,11910831601,1900714,16900714,13479680158,85516224201,,,15000000,30000000
15980256,"2022-11-16 04:39:23 UTC",30000000,25766317,11722172565,0,4233683,13477779444,85499323487,,,25766317,30000000
15980257,"2022-11-16 04:39:35 UTC",30000000,9274270,12773877779,5725730,20725730,13477779444,85495089804,,,15000000,30000000
15980258,"2022-11-16 04:39:47 UTC",30000000,5979948,12164379653,9020052,24020052,13472053714,85474364074,,,15000000,30000000
15980259,"2022-11-16 04:40:11 UTC",30000000,26000328,11250018512,0,3999672,13463033662,85450344022,,,26000328,30000000
15980260,"2022-11-16 04:40:23 UTC",30000000,29958549,12281300958,0,41451,13463033662,85446344350,,,29958549,30000000
15980261,"2022-11-16 04:40:35 UTC",30000000,10437638,13812221309,4562362,19562362,13463033662,85446302899,,,15000000,30000000
15980262,"2022-11-16 04:40:47 UTC",30000000,8489437,13287085029,6510563,21510563,13458471300,85426740537,,,15000000,30000000
15980263,"2022-11-16 04:40:59 UTC",30000000,9811517,12566198328,5188483,20188483,13451960737,85405229974,,,15000000,30000000
15980264,"2022-11-16 04:41:11 UTC",30000000,12997759,12022869109,2002241,17002241,13446772254,85385041491,,,15000000,30000000
15980265,"2022-11-16 04:41:23 UTC",30000000,29978944,11822263431,0,21056,13444770013,85368039250,,,29978944,30000000
15980266,"2022-11-16 04:41:35 UTC",30000000,9374432,13297971946,5625568,20625568,13444770013,85368018194,,,15000000,30000000
15980267,"2022-11-16 04:41:47 UTC",30000000,9414577,12674566568,5585423,20585423,13439144445,85347392626,,,15000000,30000000
15980268,"2022-11-16 04:41:59 UTC",30000000,9722623,12084626438,5277377,20277377,13433559022,85326807203,,,15000000,30000000
15980269,"2022-11-16 04:42:11 UTC",30000000,29971628,11553167025,0,28372,13428281645,85306529826,,,29971628,30000000
15980270,"2022-11-16 04:42:23 UTC",30000000,10403423,12994581349,4596577,19596577,13428281645,85306501454,,,15000000,30000000
15980271,"2022-11-16 04:42:35 UTC",30000000,9650706,12496826402,5349294,20349294,13423685068,85286904877,,,15000000,30000000
15980272,"2022-11-16 04:42:47 UTC",30000000,20802064,11939749748,0,9197936,13418335774,85266555583,,,20802064,30000000
15980273,"2022-11-16 04:42:59 UTC",30000000,8636201,12517043016,6363799,21363799,13418335774,85257357647,,,15000000,30000000
15980274,"2022-11-16 04:43:11 UTC",30000000,28943864,11853243468,0,1056136,13411971975,85235993848,,,28943864,30000000
15980275,"2022-11-16 04:43:23 UTC",30000000,17451369,13230576925,0,12548631,13411971975,85234937712,,,17451369,30000000
15980276,"2022-11-16 04:43:35 UTC",30000000,9274680,13500852142,5725320,20725320,13411971975,85222389081,,,15000000,30000000
15980277,"2022-11-16 04:43:47 UTC",30000000,8636276,12856712986,6363724,21363724,13406246655,85201663761,,,15000000,30000000
15980278,"2022-11-16 04:43:59 UTC",30000000,8522110,12174908212,6477890,21477890,13399882931,85180300037,,,15000000,30000000
15980279,"2022-11-16 04:44:11 UTC",30000000,29981597,11517677245,0,18403,13393405041,85158822147,,,29981597,30000000
15980280,"2022-11-16 04:44:23 UTC",30000000,9166549,12955620568,5833451,20833451,13393405041,85158803744,,,15000000,30000000
15980281,"2022-11-16 04:44:35 UTC",30000000,12235132,12325820754,2764868,17764868,13387571590,85137970293,,,15000000,30000000
15980282,"2022-11-16 04:44:47 UTC",30000000,9120676,12041826860,5879324,20879324,13384806722,85120205425,,,15000000,30000000
15980283,"2022-11-16 04:44:59 UTC",30000000,29989649,11451845180,0,10351,13378927398,85099326101,,,29989649,30000000
15980284,"2022-11-16 04:45:11 UTC",30000000,15324401,12882338010,0,14675599,13378927398,85099315750,,,15324401,30000000
15980285,"2022-11-16 04:45:23 UTC",30000000,12210532,12917163371,2789468,17789468,13378927398,85084640151,,,15000000,30000000
15980286,"2022-11-16 04:45:35 UTC",30000000,9770026,12616896589,5229974,20229974,13376137930,85066850683,,,15000000,30000000
15980287,"2022-11-16 04:45:47 UTC",30000000,9754483,12067012913,5245517,20245517,13370907956,85046620709,,,15000000,30000000
15980288,"2022-11-16 04:45:59 UTC",30000000,29907167,11539531902,0,92833,13365662439,85026375192,,,29907167,30000000
15980289,"2022-11-16 04:46:11 UTC",30000000,9749272,12973046311,5250728,20250728,13365662439,85026282359,,,15000000,30000000
15980290,"2022-11-16 04:46:23 UTC",30000000,8181489,12405396832,6818511,21818511,13360411711,85006031631,,,15000000,30000000
15980291,"2022-11-16 04:46:35 UTC",30000000,13276409,11700510710,1723591,16723591,13353593200,84984213120,,,15000000,30000000
15980292,"2022-11-16 04:46:47 UTC",30000000,29989926,11532453253,0,10074,13351869609,84967489529,,,29989926,30000000
15980293,"2022-11-16 04:46:59 UTC",30000000,7494530,12973041760,7505470,22505470,13351869609,84967479455,,,15000000,30000000
15980294,"2022-11-16 04:47:11 UTC",30000000,13978280,12161635296,1021720,16021720,13344364139,84944973985,,,15000000,30000000
15980295,"2022-11-16 04:47:23 UTC",30000000,10933076,12058087080,4066924,19066924,13343342419,84928952265,,,15000000,30000000
15980296,"2022-11-16 04:47:35 UTC",30000000,29988220,11649426049,0,11780,13339275495,84909885341,,,29988220,30000000
15980297,"2022-11-16 04:47:47 UTC",30000000,18101636,13104460719,0,11898364,13339275495,84909873561,,,18101636,30000000
15980298,"2022-11-16 04:48:11 UTC",30000000,18227529,13443171278,0,11772471,13339275495,84897975197,,,18227529,30000000
15980299,"2022-11-16 04:48:23 UTC",30000000,7461506,13804739820,7538494,22538494,13339275495,84886202726,,,15000000,30000000
15980300,"2022-11-16 04:48:35 UTC",30000000,7521084,12937515251,7478916,22478916,13331737001,84863664232,,,15000000,30000000
15980301,"2022-11-16 04:48:47 UTC",30000000,13751401,12131193670,1248599,16248599,13324258085,84841185316,,,15000000,30000000
15980302,"2022-11-16 04:48:59 UTC",30000000,9451458,12004968701,5548542,20548542,13323009486,84824936717,,,15000000,30000000
15980303,"2022-11-16 04:49:11 UTC",30000000,23337838,11449884759,0,6662162,13317460944,84804388175,,,23337838,30000000
15980304,"2022-11-16 04:49:23 UTC",30000000,29112011,12245445460,0,887989,13317460944,84797726013,,,29112011,30000000
15980305,"2022-11-16 04:49:35 UTC",30000000,7250583,13685510968,7749417,22749417,13317460944,84796838024,,,15000000,30000000
15980306,"2022-11-16 04:49:47 UTC",30000000,9878150,12801721541,5121850,20121850,13309711527,84774088607,,,15000000,30000000
15980307,"2022-11-16 04:49:59 UTC",30000000,27554254,12255317396,0,2445746,13304589677,84753966757,,,27554254,30000000
15980308,"2022-11-16 04:50:11 UTC",30000000,8634062,13537453791,6365938,21365938,13304589677,84751521011,,,15000000,30000000
15980309,"2022-11-16 04:50:23 UTC",30000000,16221123,12819298862,0,13778877,13298223739,84730155073,,,16221123,30000000
15980310,"2022-11-16 04:50:35 UTC",30000000,11357654,12949748367,3642346,18642346,13298223739,84716376196,,,15000000,30000000
15980311,"2022-11-16 04:50:47 UTC",30000000,9261284,12556686166,5738716,20738716,13294581393,84697733850,,,15000000,30000000
15980312,"2022-11-16 04:50:59 UTC",30000000,13191068,11956192368,1808932,16808932,13288842677,84676995134,,,15000000,30000000
15980313,"2022-11-16 04:51:11 UTC",30000000,29870652,11775959544,0,129348,13287033745,84660186202,,,29870652,30000000
15980314,"2022-11-16 04:51:23 UTC",30000000,8801768,13235261180,6198232,21198232,13287033745,84660056854,,,15000000,30000000
15980315,"2022-11-16 04:51:35 UTC",30000000,10990298,12551634352,4009702,19009702,13280835513,84638858622,,,15000000,30000000
15980316,"2022-11-16 04:51:47 UTC",30000000,7602417,12132231741,7397583,22397583,13276825811,84619848920,,,15000000,30000000
15980317,"2022-11-16 04:51:59 UTC",30000000,29988970,11384321814,0,11030,13269428228,84597451337,,,29988970,30000000
15980318,"2022-11-16 04:52:11 UTC",30000000,13358537,12806315631,1641463,16641463,13269428228,84597440307,,,15000000,30000000
15980319,"2022-11-16 04:52:23 UTC",30000000,1461322,12631139854,13538678,28538678,13267786765,84580798844,,,15000000,30000000
15980320,"2022-11-16 04:52:35 UTC",30000000,28574871,11206065394,0,1425129,13254248087,84552260166,,,28574871,30000000
15980321,"2022-11-16 04:52:47 UTC",30000000,7910490,12473739495,7089510,22089510,13254248087,84550835037,,,15000000,30000000
15980322,"2022-11-16 04:52:59 UTC",30000000,29973282,11736800321,0,26718,13247158577,84528745527,,,29973282,30000000
15980323,"2022-11-16 04:53:11 UTC",30000000,8512129,13201287162,6487871,21487871,13247158577,84528718809,,,15000000,30000000
15980324,"2022-11-16 04:53:23 UTC",30000000,8006442,12487551761,6993558,21993558,13240670706,84507230938,,,15000000,30000000
15980325,"2022-11-16 04:53:35 UTC",30000000,29746807,11759781616,0,253193,13233677148,84485237380,,,29746807,30000000
15980326,"2022-11-16 04:53:47 UTC",30000000,12030566,13204941864,2969434,17969434,13233677148,84484984187,,,15000000,30000000
15980327,"2022-11-16 04:53:59 UTC",30000000,7664679,12878181837,7335321,22335321,13230707714,84467014753,,,15000000,30000000
15980328,"2022-11-16 04:54:11 UTC",30000000,13485657,12090968524,1514343,16514343,13223372393,84444679432,,,15000000,30000000
15980329,"2022-11-16 04:54:23 UTC",30000000,8233348,11938386245,6766652,21766652,13221858050,84428165089,,,15000000,30000000
15980330,"2022-11-16 04:54:35 UTC",30000000,25540170,11265195369,0,4459830,13215091398,84406398437,,,25540170,30000000
15980331,"2022-11-16 04:54:47 UTC",30000000,10779526,12254670987,4220474,19220474,13215091398,84401938607,,,15000000,30000000
15980332,"2022-11-16 04:54:59 UTC",30000000,29625014,11823666652,0,374986,13210870924,84382718133,,,29625014,30000000
15980333,"2022-11-16 04:55:11 UTC",30000000,15666103,13264677404,0,14333897,13210870924,84382343147,,,15666103,30000000
15980334,"2022-11-16 04:55:23 UTC",30000000,8716729,13338307749,6283271,21283271,13210870924,84368009250,,,15000000,30000000
15980335,"2022-11-16 04:55:35 UTC",30000000,9103547,12639906064,5896453,20896453,13204587653,84346725979,,,15000000,30000000
15980336,"2022-11-16 04:55:47 UTC",30000000,12876492,12018817631,2123508,17123508,13198691200,84325829526,,,15000000,30000000
15980337,"2022-11-16 04:55:59 UTC",30000000,9170846,11806133837,5829154,20829154,13196567692,84308706018,,,15000000,30000000
15980338,"2022-11-16 04:56:11 UTC",30000000,24386018,11232635735,0,5613982,13190738538,84287876864,,,24386018,30000000
15980339,"2022-11-16 04:56:23 UTC",30000000,11408149,12111216744,3591851,18591851,13190738538,84282262882,,,15000000,30000000
15980340,"2022-11-16 04:56:35 UTC",30000000,29984303,11748702695,0,15697,13187146687,84263671031,,,29984303,30000000
15980341,"2022-11-16 04:56:47 UTC",30000000,8593943,13215753703,6406057,21406057,13187146687,84263655334,,,15000000,30000000
15980342,"2022-11-16 04:56:59 UTC",30000000,7917182,12510246441,7082818,22082818,13180740630,84242249277,,,15000000,30000000
15980343,"2022-11-16 04:57:11 UTC",30000000,16246985,11771848119,0,13753015,13173657812,84220166459,,,16246985,30000000
15980344,"2022-11-16 04:57:23 UTC",30000000,12421803,11894175769,2578197,17578197,13173657812,84206413444,,,15000000,30000000
15980345,"2022-11-16 04:57:35 UTC",30000000,25997032,11638629700,0,4002968,13171079615,84188835247,,,25997032,30000000
15980346,"2022-11-16 04:57:47 UTC",30000000,1893995,12705216227,13106005,28106005,13171079615,84184832279,,,15000000,30000000
15980347,"2022-11-16 04:57:59 UTC",30000000,19087975,11317594333,0,10912025,13157973610,84156726274,,,19087975,30000000
15980348,"2022-11-16 04:58:11 UTC",30000000,17096312,11703144688,0,12903688,13157973610,84145814249,,,17096312,30000000
15980349,"2022-11-16 04:58:23 UTC",30000000,27481197,11907590043,0,2518803,13157973610,84132910561,,,27481197,30000000
15980350,"2022-11-16 04:58:35 UTC",30000000,8359021,13146098185,6640979,21640979,13157973610,84130391758,,,15000000,30000000
15980351,"2022-11-16 04:58:47 UTC",30000000,8757751,12418573502,6242249,21242249,13151332631,84108750779,,,15000000,30000000
15980352,"2022-11-16 04:58:59 UTC",30000000,27660500,11772574936,0,2339500,13145090382,84087508530,,,27660500,30000000
15980353,"2022-11-16 04:59:11 UTC",30000000,8750356,13014630644,6249644,21249644,13145090382,84085169030,,,15000000,30000000
15980354,"2022-11-16 04:59:23 UTC",30000000,2086635,12336823909,12913365,27913365,13138840738,84063919386,,,15000000,30000000
15980355,"2022-11-16 04:59:35 UTC",30000000,28354689,11009241326,0,1645311,13125927373,84036006021,,,28354689,30000000
15980356,"2022-11-16 04:59:47 UTC",30000000,14480085,12234449609,519915,15519915,13125927373,84034360710,,,15000000,30000000
15980357,"2022-11-16 04:59:59 UTC",30000000,28023198,12181442327,0,1976802,13125407458,84018840795,,,28023198,30000000
15980358,"2022-11-16 05:00:11 UTC",30000000,15907777,13503453454,0,14092223,13125407458,84016863993,,,15907777,30000000
15980359,"2022-11-16 05:00:23 UTC",30000000,10876523,13605604491,4123477,19123477,13125407458,84002771770,,,15000000,30000000
15980360,"2022-11-16 05:00:35 UTC",30000000,9327184,13138084515,5672816,20672816,13121283981,83983648293,,,15000000,30000000
15980361,"2022-11-16 05:00:47 UTC",30000000,12066681,12517001715,2933319,17933319,13115611165,83962975477,,,15000000,30000000
15980362,"2022-11-16 05:00:59 UTC",30000000,11642991,12211032058,3357009,18357009,13112677846,83945042158,,,15000000,30000000
15980363,"2022-11-16 05:01:11 UTC",30000000,29992088,11869427521,0,7912,13109320837,83926685149,,,29992088,30000000
